[Charset=windows-1251]

[Individuals]
ID	Gender	Name.First	Name.Middle	Name.Last	Comment	IsAdopted	FamilyRank	Birth.Date	Birthday	Age	Birth.Place	IsDead	Death.Date	Death.Cause	Death.Cause.Description	Death.Place	Death.Childless	Pictures.Count	Pictures	Sources	Mates	Fathers	FathersAgeAtBirth	Mothers	MothersAgeAtBirth	Siblings.Twins	Siblings	Siblings.Half	Siblings.Step	Siblings.Other	Children	Children.Age	AgeAtChildBirths	Employer	Occupation	Occupations	Educations	Contacts	Contact.Address	Contact.Telephone	Contact.TelephoneMobile	Contact.TelephoneWork	Contact.Email	Contact.Homepage	Hyperlink.Internal	Hyperlink	Birth.Baptism.Date	Birth.Baptism.Place	Birth.Baptism.Officiator.Title	Birth.Baptism.Officiator	Birth.Baptism.Godfather	Birth.Baptism.Godmother	Birth.Baptism.Source	Death.Funerals.Date	Death.Funerals.Agency	Death.Funerals.Place	Death.Funerals.Source	Death.Disposition.Type	Death.Disposition.Date	Death.Disposition.Place	Death.Disposition.Source	DataLevel	BloodPurity	Allegiance	FilmPortrayal	House
ind00130	F	Alicia		Spinnet	Alicia Spinnet was on the reserve team but she later joined the team. Alicia is most often the chaser who attempts penalty shots for Gryffindor when the other team commits a foul.   							N						1	pic00048																		edu00003																									4		Dumbledore's Army	Leilah Sutherland, Rochelle Douglas	Gryffindor
ind00131	F	Katie		Bell								N						1	pic00049																		edu00019																									3		Dumbledore's Army	Emily Dale	Gryffindor
ind00132	M	Cormac		McLaggen	An aggressive and arrogant character. Tried out to be the keeper in the Quidditch team. Replaced Ron as Keeper and the game was a disaster because he ordered the team about instead of focusing on his own position.							N																									edu00003																									3		Slug Club		Gryffindor
ind00133	M	Colin		Creevey	His brother is Dennis Creevey. He is two years older. He enjoys taking photographs of memorable people, objects and events. He indulges this habit throughout his first year at Hogwarts, often pursuing Harry for pictures to send home to his family. Harry found Colin's constant attention irksome.							N						1	pic00050																		edu00003																									4	Muggle born witch	Dumbledore's Army	Hugh Mitchell	Gryffindor
ind00134	M	Dennis		Creevey	His brother is Colin Creevey. He is two years younger.							N																																																		2	Muggle born witch	Dumbledore's Army		Gryffindor
ind00135	F	Romilda		Vane	Romilda has a celebrity crush on Harry throughout the sixth book, but she sometimes crosses the line. She introduces herself to Harry on the Hogwarts Express and invites him to join the group in her compartment, but not without making snide remarks about Neville Longbottom and Luna Lovegood, whom she considers "uncool." Harry stands up for his friends and refuses her invitation. Later in the year she attempts to trick Harry into taking a love potion, but while he takes the box of chocolates she gives him, he is wise enough not to eat them. Several months later, Ron Weasley accidentally eats several of Romilda's doctored chocolates and is affected by the love potion, forcing Harry to take him to Professor Slughorn for an antidote - which leads to Ron being poisoned by accident. Following Gryffindor's Quidditch victory towards the end of the book, Romilda is outraged to see Harry kissing Ginny Weasley, whom he starts dating shortly thereafter.			1982		33		N																									edu00003																									4				Gryffindor
ind00136	F	Minerva		McGonagall	McGonagall has black hair, typically drawn into a tight bun. She wears emerald green robes, and always a very prim expression. She is also one of Albus Dumbledore's staunchest supporters 			4 Oct 1925	4 Oct	90y 10d		N						2	pic00051, pic00052															Hogwarts	Head of Gryffindor	occu00020, occu00021, occu00031	edu00003																									6		Order of the Phoenix	Dame Maggie Smith	Gryffindor
ind00137	F	Pomona		Sprout	She is a dumpy, cheerful little witch. She wears shabby earth-covered robes and a patched and frayed hat over her fly-away grey hair. 			15 May	15 May			N						1	pic00053															Hogwarts	Head of Hufflepuff	occu00022, occu00030	edu00003																									6		Order of the Phoenix	Miriam Margolyes	Hufflepuff
ind00138	M	Cedric		Diggory	Cedric was the Hufflepuff Quidditch captain and Seeker. Cedric's father is Amos Diggory, who works at the Ministry of Magic; his girlfriend was Cho Chang. Cedric has been described as "the strong, but silent type" and "extremely handsome"; as a character he showed a notable streak for modesty and fairness. He was a very good student and a Prefect for the Hufflepuff House.			1978		17		Y	24 Jun 1995	Murder				1	pic00054																																											5			Robert Pattinson	Hufflepuff
ind00139	M	Filius		Flitwick				17 Oct	17 Oct			N						1	pic00055															Hogwarts	Head of Ravenclaw	occu00023, occu00033																										4	Human with a dash of goblin	Order of the Phoenix	Warwick Davis	Ravenclaw
ind00140																																													Y																					
ind00141	F	Hannah		Abbott								N						1	pic00056																		edu00020																									3		Dumbledore's Army	Charlotte Skeoch	Hufflepuff
ind00142	F	Susan		Bones	Her aunt is Amelia Bones							N						1	pic00057																		edu00016																									4		Dumbledore's Army	Eleanor Columbus	Hufflepuff
ind00143	M	Justin		Finch-Fletchley								N						1	pic00058																		edu00016																									3	Muggle born witch	Dumbledore's Army	Edward Randell	Hufflepuff
ind00144	M	Ernie		MacMillan								N						1	pic00059																		edu00023																									3	Pure blood	Dumbledore's Army	Louis Doyle	Hufflepuff
ind00145	M	Zacharias		Smith								N																									edu00024																									2		Dumbledore's Army	Nick Shim	Hufflepuff
ind00146	F	Cho		Chang	Described as a short, very pretty girl with long, black hair. Cho is Harry's first crush and romantic interest, although things don't work out between them.   She ends up dating Cedric Diggory, one of the other champions of the Triwizard Tournament, until Cedric is murdered by Peter Pettigrew on Lord Voldemort's orders at the end of the book.			1979		36		N						1	pic00060																		edu00025																									5		Dumbledore's Army	Katie Leung	Ravenclaw
ind00147	F	Luna		Lovegood	Luna has straggly, waist-length dirty-blond hair and is described as having a dazed look on her face. Her eyes are described as "silvery" and "misty", which suggests they may be pale grey. They are also described as "protuberant", which adds to the peculiarity of her appearance.							N																									edu00026																									3		Dumbledore's Army	Evanna Lynch	Ravenclaw
ind00148	M	Roger		Davies								N						1	pic00061																		edu00027																									3			Henry Lloyd-Hughes	Ravenclaw
ind00149	M	Terry		Boot								N																									edu00016																									2		Dumbledore's Army		Ravenclaw
ind00150	M	Michael		Corner	Michael is best known as Ginny Weasley's first boyfriend. Later, he also dated Cho Chang, the two same girls as Harry Potter.							N																																																		2		Dumbledore's Army		Ravenclaw
ind00151	M	Anthony		Goldstein	Anthony was one of the D.A. members to assist Harry on the train against Draco Malfoy, Vincent Crabbe, and Gregory Goyle when they attempt to ambush Harry.							N																									edu00031																									3		Dumbledore's Army		Ravenclaw
ind00152	F	Padma		Patil	Identical twin sister to Parvati Patil in Gryffindor.							N						1	pic00062																		edu00028																									4		Dumbledore's Army	Afshan Azad	Ravenclaw
ind00155	F	Marietta		Edgecombe	Marietta has curly, reddish-blonde hair and is a friend of Cho Chang. Marietta's mother is Madam Edgecombe, who helped Cornelius Fudge and Dolores Umbridge take control of Hogwarts. Madam Edgecombe works in the Floo Network Office, which is part of the Department of Magical Transportation in the Ministry of Magic, and she policed the Hogwarts fires, except for Umbridge's, to make sure that nobody in the school made contact with anyone the Ministry did not want them to have contact with.							N																									edu00029																									3		Ministry of Magic		Ravenclaw
ind00156	F	Penelope		Clearwater	Penelope is a tall fgirl with long black curls. She apparently began dating Percy Weasley at the end of The Philosopher's Stone, because in the following summer the other Weasley boys notice that Percy stayed shut up in his room all summer writing letters to someone. His correspondent was later revealed to be his girlfriend Penelope.							N																									edu00030																									3	Muggle born witch		Gemma Padley	Ravenclaw
ind00157																																													Y																					
ind00158	M	Vincent		Crabbe	Crabbe is large, has gorilla-like arms, and wears a pudding bowl-style haircut. He is very mean and very stupid, which makes him little more than a "follower" of Malfoy. His father, Crabbe Sr., is a Death Eater.							N						1	pic00063																																											3	Pure blood	The Inquisitorial Squad	Jamie Waylett	Slytherin
ind00159	M	Gregory		Doyle	He is friends with Draco Malfoy, generally following him around and doing his bidding. He seems to lack all intelligence, magical talent, and independent thought, and thus uses only his size and strength to bully other students or scare off anyone who threatens Malfoy. Malfoy has indicated that Goyle cannot read.  Goyle's father is a Death Eater. 			1980		35		N						1	pic00064																		edu00003																									5	Pure blood	The Inquisitorial Squad	Joshua Herdman	Slytherin
ind00160	F	Pansy		Parkinson	Pansy is described as having a hard, pug-like face and she is often seen as Draco Malfoy's female counterpart, and his love interest by default.							N						1	pic00065																		edu00016																									4	Pure blood	The Inquisitorial Squad	Genevieve Gaunt	Slytherin
ind00161	F	Milicent		Bulstrode	Hermione attempts to pose as Millicent in order to covertly collect information from Draco Malfoy in the Slytherin common room. Hermione prepares some Polyjuice Potion using a hair she she found on her robes after the Dueling Club wrestling match, assuming it was one of Millicent's, in order to take on Millicent's appearance. As it turns out, the hair was from Millicent's cat, and thus Hermione takes on the appearance of the cat instead.							N																									edu00016																									3		The Inquisitorial Squad	Helen Stuart	Slytherin
ind00162	M	Blaise		Zabini	Blaise is a good-looking, tall black boy with high cheekbones and long, slanting eyes. He had a famously beautiful mother who has been widowed seven times (each time under suspicious circumstances, after which she acquired all her late husbands' possessions).   Zabini is described as extremely vain, and like other Slytherins in his year, has strong prejudices against Muggle-borns and "blood traitors." 							N																									edu00016																									3	Pure blood			Slytherin
ind00163	M	Theodore		Nott	His father, Nott, is a very elderly widower and Death Eater. Theodore is a clever loner who does not feel the need to join any gang, including Malfoy's. 							N																									edu00003																									3	Pure blood			Slytherin
ind00164	M	Marcus		Flint	He is described as looking like he has some troll blood in him (which is unlikely given that trolls are Beasts, not Beings). 							N						1	pic00066																		edu00033																									4			Jamie Yeates	Slytherin
ind00165	M	Eddie		Carmichael	Carmichael tries to hawk a bottle of Baruffio's Brain Elixir to Harry and Ron for twelve Galleons before their O.W.L.s. (Eddie swore the elixir was solely responsible for the nine Outstanding O.W.L.s he had achieved the year prior.) However, the transaction was terminated by Hermione Granger, who, acting as prefect, confiscated the elixir (which was actually doxy droppings) and disposed of it in a toilet.  Carmichael seems to be highly intelligent, a distinguishing characteristic of all Ravenclaws, but unscrupulous.  							N																									edu00032																									3				
ind00166																																													Y																					
ind00167	F	Dolores		Umbridge	Umbridge is a short, squat woman described as resembling a large toad. She often wears a black velvet bow in her hair that reminds Harry of a fly about to be caught. She has a high, girly voice that Harry describes as sounding like poisoned honey.							N																						Hogwarts	High Inquisitor	occu00024, occu00025, occu00026																										3		Ministry of Magic	Imelda Staunton	
ind00168	M			Binns								N																						Hogwarts	History of Magic Professor	occu00028																										2				
ind00169	M	Firenze			Firenze is a centaur, described as having white-blond hair and deep blue eyes, and girls at the school are apparently very intrigued by his upper-half at least. His bottom half is that of a palomino horse. 							N						1	pic00070															Hogwarts	Divination Professor	occu00036																										4	Centaur		Ray Fearon	
ind00170	F	Wilhelmina		Grubby-Plank								N																						Hogwarts	Care of Magical Creatures Professor	occu00032																										2				
ind00171																																													Y																					
ind00172	M	Argus		Filch	While he arguably does not act maliciously, and is not an evil character, he is certainly both short- and ill-tempered, which has made him very unpopular with the student body. Filch's attempts to enforce the letter of rules against activities such as being outside the dorms late make life very inconvenient for Harry Potter and many of his friends. His knowledge of the secrets and shortcuts of the castle is nearly unparalleled.							N						1	pic00067															Hogwarts	Caretaker	occu00035																										4	Squib		David Bradley	
ind00173	F	Rolanda		Hooch	Madam Hooch is described as having grey hair, cut short, and "yellow and hawk-like" eyes. Madam Hooch learned to fly on one of the old Silver Arrows, which are now no longer made. They were considered the true forerunner of the racing broom.							N						1	pic00068															Hogwarts	Quidditch referee	occu00037, occu00038																										4			Zoe Wanamaker	
ind00174	M	Gilderoy		Lockhart	He is a famous wizarding celebrity, having written many books on Dark Creatures and his encounters with them. He has blond, wavy hair and particularly straight and shiny teeth. He is narcissistic as he always thinks about beauty for himself, self-obsessed, and something of a buffoon. Despite his celebrity status amongst the wizarding community, his fan base consists mostly of middle-aged women and teenage girls.							N						1	pic00069															Hogwarts	Defense Against the Dark Arts Professor	occu00039																										4		Kenneth Branagh		
ind00175	M	Remus		Lupin	Lupin was bitten by the vicious werewolf Fenrir Greyback as a young child (some believe his age to have been around 6), thus becoming a werewolf himself.			10 Mar 1958	10 Mar	57y 7m 4d		N						1	pic00071															Hogwarts	Defense Against the Dark Arts Professor	occu00040																										5	Half-blood, Werewolf	Order of the Phoenix	Davis Thewlis, James Utechin as a teenage Remus	
ind00176	F	Irma		Pince								N																						Hogwarts	Librarian	occu00041																										2			Sally Mortamore	
ind00177	F	Poppy		Pomfrey								N						1	pic00072															Hogwarts	Nurse	occu00042																										3			Gemma Jones	
ind00178	M	Quirinus		Quirrell								N						1	pic00073															Hogwarts	Defense Against the Dark Arts Professor	occu00043																										3			Ian Hart	
ind00179	F	Aurora		Sinistra								N																						Hogwarts	Astronomy Professor	occu00044																										2				
ind00180	M	Horace		Slughorn	Slughorn is described as having prominent, pale-gooseberry eyes, a "shiny pate," and an "enormous, silver, walrus-like moustache." He is "enormously fat", but not very tall, reaching only up to Albus Dumbledore's chin. He considers himself to be an old man who suffers from a weak, wheezy chest and rheumatism.							N																						Hogwarts	Potions Professor	occu00045, occu00046, occu00047, occu00048																										3				Slytherin
ind00181	F	Sybill	Patricia	Trelawney	Her first name is spelled Sibyll in the United States.  Trelawney wears many gaudy bangles, cloaks and shawls, all covered with shining sequins. She also wears thick glasses, which cause her eyes to appear greatly magnified. She affects ethereal and misty tones when speaking. Her classroom is in the North Tower of Hogwarts. A fire is always going, scented quite heavily with perfumes that often make students either fall asleep or make wondrous predictions of the future.							N																						Hogwarts	Divination Professor	occu00049																										3			Emma Thompson	
ind00182	F			Vector								N																						Hogwarts	Arithmancy Professor	occu00050																										2				
ind00183	M	Wilkie		Twycross								N																						Ministry of magic	Apparation Teacher	occu00051																										2				
ind00184	M	Alastor		Moody	Moody is horribly scarred, described as looking as if he had been carved out of wood by a person with only the crudest understanding of the human form. He has lost several body parts, including an eye, leg, and part of his nose in fighting practitioners of the Dark Arts, and is cautious—some might say paranoid— he refuses to eat or drink anything which he himself has not prepared 'as it is all too easy to poison an unattended cup.' 							N						1	pic00074																Auror	occu00052, occu00053																										4		Order of the Phoenix	Brendan Gleeson	
ind00185	P	Crookshanks			Hermione bought Crookshanks from a shop in Diagon Alley out of sympathy, as nobody wanted him due to his face, which looked squashed. Crookshanks had a habit of trying to hunt down the pet rat of Ron Weasley, Scabbers. Crookshanks is part Kneazle, giving an explanation for his higher than normal cat intelligence.							N						1	pic00075																																											4				
ind00186	P	Mrs Norris			Mrs Norris is Filch's cat. For the students, it's the "dearest ambition of many to give her a good kick". If Mrs Norris catches a student putting one toe out of line, Filch will arrive in seconds. The cat has been known to follow Hagrid everywhere when he goes up to the school, apparently under Filch's orders – which suggests an extraordinary connection between cat and owner, and makes Hagrid want to introduce her to Fang.  							N																																																		3				
ind00187	P	Pigwidgeon										N																																																		2				
ind00189	M	Barty		Crouch				1963		52		N						1	pic00077																																											3	Pure blood	Death Eaters	David Tennant	
ind00190	P	Fawkes										N						1	pic00078																																											3				
ind00191	P	Nagini			She is a giant, twelve-foot long snake and a loyal pet of Lord Voldemort, who as a Parselmouth, is quite capable of communicating with her.  Nagini seems to be the "evil" equivalent to Albus Dumbledore's phoenix Fawkes. Even more so, however, she seems to be Voldemort's spiritual familiar, sharing an intimate bond with her master.  In the sixth book, Dumbledore speculates that Nagini may be one of the six Horcruxes that Voldemort left behind to achieve immortality.							N																																																		3				
ind00192	P	Trevor			Trevor was given to Neville by his Uncle Algie upon Neville's gaining admission to Hogwarts. Neville loses him on a regular basis.							N																																																		3				
ind00193	P	Arnold										N																																																		2				
ind00194	P	Aragog						1942		55		Y	1997					1	pic00081																																											4				
ind00195	P	Fang			Fang is a large boarhound who, aside from his enormous size, appears to be an entirely ordinary dog. While Fang's appearance is intimidating, he is, in Hagrid's words, "a bloody coward". Boisterous and loving with people he knows, he seems especially fond of Harry.							N						1	pic00082																																											4				
ind00196	P	Fluffy			Fluffy is a giant three-headed dog used by Hagrid to guard the trapdoor leading to the underground chamber where the Philosopher's Stone is hidden. Music lulls him to sleep.							N						1	pic00083																																											4				
ind00197	P	Norbert			Norbert is a Norwegian Ridgeback dragon which Hagrid acquires as an egg and hatches himself. The Ministry of Magic classifies dragon eggs as Class A Non-Tradeable Goods. After hatching, he becomes very dangerous and bigger in the weeks following, so Harry, Ron, and Hermione persuade Hagrid to give him to Ron's older brother Charlie, who's studying dragons in Romania.							N						1	pic00084																										Y																	4				
ind00198																																													Y																					
ind00199	P	Buckbeak			He is sentenced to death after an attack on Draco Malfoy, which was provoked by Malfoy's disrespectful behaviour, but is rescued by Harry and Hermione and goes into hiding with Sirius Black at 12 Grimmauld Place.  After Sirius's death, Buckbeak returns to Hagrid's care, but is renamed Witherwings to hide his identity. As with all hippogriffs, Buckbeak is fond of eating small mammals, preferably ferrets. This is irony, as Mad-Eye Moody temporarily transforms Malfoy into a ferret the year after Draco had tried to get Buckbeak killed.							N						1	pic00085																										Y																	4				
ind00200																																													Y																					
ind00201	P	Hedwig			Hedwig is a gift to Harry from Hagrid in the first book of the series, purchased in Diagon Alley while shopping for supplies for Harry's first year at Hogwarts. In the series, owls are used by witches and wizards primarily as message and package couriers, which make owls more useful than the other pets allowed students (rats, toads and cats), so Hedwig is used for messages throughout the series.  							N						2	pic00086, pic00087																Message deliverer	occu00054																										5				
ind00202	P	Peter		Pettigrew	Pettigrew had masqueraded as Scabbers, the pet rat owned at first by Percy Weasley, then by his brother Ron. It has not been revealed how Peter, as Scabbers, managed to get into the Weasley family. However, Pettigrew used his time with them to his advantage: he remained alert for any news about Voldemort or Black. None of the Weasleys took particular note that "Scabbers" outlived a common garden rat and had a missing toe.			1957		58		N						1	pic00076																																											4		Order of the Phoenix (formerly), Death Eaters (currently)	Timothy Spall, Charles Hughes (as teenage Peter) 	Gryffindor
ind00203	P	Errol			Errol is an old Great Grey owl belonging to the Weasley family. He has trouble carrying loads due to his advanced age, often needing help from other owls. He is often found unconscious after crashing into things or collapsing from sheer exhaustion. 							N																																																		3				
ind00204	M	Bloody Baron			He is the only person besides Dumbledore who can exert any control over the poltergeist Peeves, given how Peeves is terrified of him for some unknown reason; Refers to him as "Your Bloodiness" and "Mr. Baron."  The Baron is the Slythein ghost, and he is covered with silvery blood stains.							Y						1	pic00088																																											4			Terence Bayler	Slytherin
ind00205	M	Nicholas		de Mimsy-Porpington	Nearly Headless Nick is the Gryffindor ghost whose neck was almost completely severed in life (45 swings to the neck with a blunt axe), but not enough to join in the games of the Headless Hunt, a society of ghosts who had been decapitated on earth (a source of annual vexation to the ghost). Harry Potter becomes friends with Sir Nicholas when he attends his "deathday" party (the 500th anniversary of the event) in a Hogwarts dungeon.							Y	31 Oct 1492					1	pic00089																																											4			John Cleese	Gryffindor
ind00206	F	Grey Lady			The Grey Lady is the ghost for Ravenclaw House.							Y						1	pic00090																																											3			Nina Young	Ravenclaw
ind00207	M	Fat Friar			The Fat Friar is the resident ghost of the Hufflepuff House. He is a jolly man and very forgiving. 							Y						1	pic00091																																											4			Simon Fisher-Becker	Hufflepuff
ind00208	F	Myrtle			She is a ghost who haunts the second floor girls' lavatory at Hogwarts School for Witchcraft and Wizardry. True to her nickname, Myrtle has a tendency to sob, whine, wail and complain. 							Y	13 Jun 1943																																																	3	Muggle born witch		Shirley Henderson	
ind00209	M	Peeves			Peeves is a poltergeist living in Hogwarts. He's a spirit rather than a physical being, but highly different from the ghosts he's occasionally mistaken for. Peeves is essentially an embodiment of disorder, and is constantly causing it, with varying amounts of mischievousness and malice. In appearance he's a small old man dressed in wildly coloured clothing. He's capable of flight and intangibility, like ghosts, but can also affect solid objects and make himself invisible.  He's usually far more annoying than legitimately dangerous, but acts in a wildly unpredictable manner and should not be given the chance to cause serious harm. It appears that his entire purpose is to cause disorder, break things, and be as annoying and disruptive as possible.  Peeves does not listen to Hogwarts prefects, teachers or anyone else, with the exception of Dumbledore and for some unknown reason the fearsome Bloody Baron. Argus Filch, who is usually left with cleaning up the mess and the damage Peeves causes, is his nemesis and works continuously to try to get Peeves thrown out. 							Y																																																		3				
[Families]
Position.Width	IsLabel	DisplayText	Relationships	Relation	GotMarried	AreTogether	Marriage.Date	Unions	Husband	AgeAtWeddingHusband	Wife	AgeAtWeddingWife	Children	Children.OrderUnknown	Children.Age	FamilyLine	EndOfFamily	Pictures.Count	Pictures	Sources	Comment	DataLevel
90	N			Marriage	Y	Y			ind00002		ind00003		ind00001, ind00004	N	35, 		N					1
90	N	m. 1979		Marriage	Y	N	1979	marr00001	ind00006	19	ind00007	19	ind00001	N	35		N					3
100	N			Marriage	Y	Y			ind00021		ind00022		ind00007, ind00003	N	21, 		N					1
140	N			Marriage	Y	Y			ind00026		ind00027		ind00025, ind00002	N	, 		N					1
168	N			Marriage	Y	Y			ind00029		ind00030		ind00035, ind00036, ind00031, ind00032, ind00033, ind00016, ind00034	N	44, 42, 39, 37, 37, 35, 34		N					1
90	N			Marriage	Y	N			ind00038		ind00039		ind00009, ind00040	N	36, 18		N					1
81	N			Marriage	Y	N			ind00041		ind00042		ind00043, ind00038	N	67, 50		N					1
80	N			Marriage	Y	N			ind00044		ind00043			N			N					1
79	N			Marriage	Y	N			ind00045		ind00046		ind00041, ind00047, ind00048	N	90, 61, 53		N					1
109	N			Marriage	Y	N			ind00049		ind00050		ind00045, ind00057, ind00067, ind00062, ind00058	N	75, , 75, 76, 54		N					1
68	N			Marriage	Y	Y			ind00051		ind00052		ind00053, ind00055, ind00049, ind00054	N	8, , 79, 81		N					1
70	N			Marriage	Y	Y			ind00056		ind00055			N			N					1
115	N			Marriage	Y	N			ind00058		ind00059		ind00060, ind00069, ind00070, ind00071	N	78, 77, , 57		N					1
81	N			Marriage	Y	N			ind00060		ind00061		ind00039, ind00085, ind00084	N	60, 54, 		N					1
79	N			Marriage	Y	N			ind00063		ind00062		ind00064, ind00065, ind00066	N	, , 		N					1
84	N			Marriage	Y	N			ind00067		ind00068		ind00074, ind00078, ind00080	N	100, , 54		N					1
83	N			Marriage	Y	N			ind00072		ind00071		ind00073	N			N					1
80	N			Marriage	Y	Y			ind00075		ind00074		ind00076, ind00077	N	, 		N					1
73	N			Marriage	Y	Y			ind00079		ind00078			N			N					1
79	N			Marriage	Y	N			ind00081		ind00080		ind00082, ind00083	N	, 		N					1
109	N			Marriage	Y	N			ind00085		ind00086		ind00087, ind00089, ind00090	N	64, , 60		N					1
77	N			Marriage	Y	Y			ind00088		ind00087			N			N					1
71	N			Marriage	Y	Y			ind00091		ind00089		ind00094	N	42		N					1
71	N			Marriage	Y	Y			ind00092		ind00090		ind00093	N	35		N					1
81	N			Marriage	Y	Y			ind00096		ind00097		ind00030, ind00102, ind00103	N	64, , 		N					1
74	N			Engagement	N	Y			ind00035		ind00098			N			N					1
75	N			Marriage	Y	Y			ind00099		ind00100		ind00098, ind00101	N	38, 28		N					1
179	N			Marriage	Y	Y			ind00104		ind00105		ind00044, ind00096	N	, 		N					1
73	N			Marriage	Y	Y			ind00079		ind00107		ind00109, ind00110, ind00029	N	, , 75		N					1
105	N	m. Dec. 1925		Marriage	Y	N			ind00112		ind00113		ind00005	N	88		N					1
70	N			Marriage	Y	N			ind00114		ind00115		ind00116, ind00113	N	70, 19		N					1
[Marriages]
Type	Date	Place	Officiator.Title	Officiator	Witnesses	Source	IsAnnulled	Divorce.RequestedBy	Divorce.Date	Divorce.Place	Divorce.Source	Divorce.Officiator	Divorce.Attorney.Husband	Divorce.Attorney.Wife	Comment	References	DataLevel
	1979						N									fam00002	1
[Pictures]
Name	Date	Place	Source	Sources	Path.Relative	Path.Preserve	Path	Cache.FileSizeKB	Cache.Dimension	Cache.Megapixels	Cache.DPI	Comment	References	DataLevel
Albus Dumbledore					http://familytrees.genopro.com/Harry-Potter/pictures/Albus-Dumbledore.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Albus-Dumbledore.jpg	15	125x125	0.01	*96		ind00008	1
Uncle Vernon					http://familytrees.genopro.com/Harry-Potter/pictures/Uncle-Vernon.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Uncle-Vernon.jpg	4	133x100	0.01	*96		ind00002	1
Dudley Dursley					http://familytrees.genopro.com/Harry-Potter/pictures/Dudley-Dursley.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Dudley-Dursley.jpg	7	200x166	0.03	96		ind00004	1
Aunt Petunia					http://familytrees.genopro.com/Harry-Potter/pictures/Aunt-Petunia.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Aunt-Petunia.jpg	20	125x125	0.01	72		ind00003	1
Ginnie Weasley					http://familytrees.genopro.com/Harry-Potter/pictures/Ginnie-Weasley.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Ginnie-Weasley.jpg	12	125x125	0.01	*96		ind00034	1
Ginny Weasley2					http://familytrees.genopro.com/Harry-Potter/pictures/Ginnie-Weasley2.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Ginnie-Weasley2.jpg	18	125x125	0.01	*96		ind00034	1
Ron Weasley					http://familytrees.genopro.com/Harry-Potter/pictures/Ron-Weasley.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Ron-Weasley.jpg	5	118x150	0.01	*96		ind00016	1
Fred and George Weasley					http://familytrees.genopro.com/Harry-Potter/pictures/Fred-and-George-Weasley.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Fred-and-George-Weasley.jpg	15	125x125	0.01	*96		ind00032, ind00033	1
Percy Weasley					http://familytrees.genopro.com/Harry-Potter/pictures/Percy-Weasley.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Percy-Weasley.jpg	14	125x125	0.01	*96		ind00031	1
Arthur Weasley2					http://familytrees.genopro.com/Harry-Potter/pictures/Arthur-Weasley2.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Arthur-Weasley2.jpg	15	300x300	0.09	96		ind00029	1
Aunt Marge					http://familytrees.genopro.com/Harry-Potter/pictures/Aunt-Marge.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Aunt-Marge.jpg	27	125x125	0.01	72		ind00025	1
Hermione Granger2					Hermione-Granger2.jpg	N	C:\Program Files (x86)\GenoPro\SampleFiles\Hermione-Granger2.jpg	4	133x100	0.01	*96		, ind00018	1
Hermione Granger					http://familytrees.genopro.com/Harry-Potter/pictures/Hermione-Granger.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Hermione-Granger.jpg	18	125x125	0.01	*96		ind00018	1
Neville Longbottom					http://familytrees.genopro.com/Harry-Potter/pictures/Neville-Longbottom.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Neville-Longbottom.jpg	13	125x125	0.01	*96		ind00024	1
Neville Longbottom2					http://familytrees.genopro.com/Harry-Potter/pictures/Neville-Longbottom2.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Neville-Longbottom2.jpg	12	133x100	0.01	*96		ind00024	1
Rubeus Hagrid					Rubeus-Hagrid.jpg	N	C:\Program Files (x86)\GenoPro\SampleFiles\Rubeus-Hagrid.jpg	14	125x125	0.01	*96		ind00010, 	1
Professor Snape					Professor-Snape.jpg	N	C:\Program Files (x86)\GenoPro\SampleFiles\Professor-Snape.jpg	14	125x125	0.01	*96		ind00023, 	1
Harry Potter2					http://familytrees.genopro.com/Harry-Potter/pictures/Harry-Potter2.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Harry-Potter2.jpg	2	106x79	0.00	*96		ind00001	1
Harry Potter					http://familytrees.genopro.com/Harry-Potter/pictures/Harry-Potter.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Harry-Potter.jpg	3	87x134	0.01	*96		ind00001	1
Harry Potter4					Harry-Potter4.jpg	N	C:\Program Files (x86)\GenoPro\SampleFiles\Harry-Potter4.jpg	5	125x125	0.01	*96		ind00001, 	1
Harry Potter5					http://familytrees.genopro.com/Harry-Potter/pictures/Harry-Potter5.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Harry-Potter5.jpg	16	125x125	0.01	*96		ind00001	1
Harry Potter3					http://familytrees.genopro.com/Harry-Potter/pictures/Harry-Potter3.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Harry-Potter3.jpg	4	133x100	0.01	*96		ind00001	1
